btbank_id,electrode_label,name,num,vox_x,vox_y,vox_z,hem,type,ras_scanner_x,ras_scanner_y,ras_scanner_z,mni305_x,mni305_y,mni305_z,mni152_x,mni152_y,mni152_z
2,LT3bHa14,LT3bHa,14,193.0,128.0,135.0,L,D,-69.01887512207031,5.919251207262278,-29.889122009277344,-70.40183590085475,-20.830097238255245,-24.695555641165722,-70.55131338054787,-20.26784179638335,-22.330994758779454
2,LT3bHa13,LT3bHa,13,190.0,128.0,135.0,L,D,-66.01887512207031,5.919251196086407,-29.889122009277344,-67.18322890161458,-20.82742424953988,-24.293111637223273,-67.33368939715403,-20.2191406053987,-21.971584592233615
2,LT3bHa12,LT3bHa,12,187.0,128.0,134.0,L,D,-63.01887512207031,6.919251184910536,-29.889122009277344,-63.896632902374414,-19.815019260824513,-24.243431633280835,-64.06182607626022,-19.157959382614045,-21.974189774687787
2,LT3bHa11,LT3bHa,11,183.0,128.0,134.0,L,D,-59.01887512207031,6.919251170009375,-29.889122009277344,-59.60515690338754,-19.811455275870692,-23.706839628024234,-59.77166076506844,-19.09302446130117,-21.494976219293328
2,LT3bHa10,LT3bHa,10,180.0,128.0,134.0,L,D,-56.01887512207031,6.919251158833504,-29.889122009277344,-56.38654990414737,-19.808782287155328,-23.304395624081792,-56.55403678167461,-19.04432327031652,-21.135566052747492
2,LT3bHa9,LT3bHa,9,176.0,128.0,134.0,L,D,-52.01887512207031,6.9192511439323425,-29.889122009277344,-52.09507390516049,-19.80521830220151,-22.7678036188252,-52.26387147048285,-18.97938834900365,-20.656352497353048
2,LT3bHa8,LT3bHa,8,173.0,128.0,134.0,L,D,-49.01887512207031,6.919251132756472,-29.889122009277344,-48.876466905920324,-19.802545313486142,-22.365359614882756,-49.04624748708902,-18.930687158018994,-20.296942330807212
2,LT3bHa7,LT3bHa,7,169.0,128.0,134.0,L,D,-45.01887512207031,6.91925111785531,-29.889122009277344,-44.58499090693344,-19.79898132853232,-21.828767609626162,-44.75608217589724,-18.865752236706122,-19.81772877541276
2,LT3bHa6,LT3bHa,6,165.0,128.0,134.0,L,D,-41.01887512207031,6.919251102954149,-29.889122009277344,-40.29351490794656,-19.7954173435785,-21.292175604369568,-40.46591686470547,-18.80081731539325,-19.338515220018312
2,LT3bHa5,LT3bHa,5,162.0,128.0,134.0,L,D,-38.01887512207031,6.919251091778278,-29.889122009277344,-37.07490790870639,-19.792744354863135,-20.889731600427123,-37.24829288131164,-18.752116124408598,-18.979105053472473
2,LT3bHa4,LT3bHa,4,159.0,128.0,134.0,L,D,-35.01887512207031,6.9192510806024075,-29.889122009277344,-33.856300909466235,-19.79007136614777,-20.487287596484677,-34.03066889791782,-18.703414933423943,-18.619694886926634
2,LT3bHa3,LT3bHa,3,155.0,128.0,134.0,L,D,-31.018875122070312,6.919251065701246,-29.889122009277344,-29.564824910479345,-19.78650738119395,-19.950695591228083,-29.74050358672605,-18.638480012111074,-18.140481331532186
2,LT3bHa2,LT3bHa,2,152.0,128.0,134.0,L,D,-28.018875122070312,6.919251054525375,-29.889122009277344,-26.34621791123918,-19.78383439247858,-19.54825158728564,-26.522879603332218,-18.589778821126416,-17.781071164986354
2,LT3bHa1,LT3bHa,1,149.0,128.0,134.0,L,D,-25.018875122070312,6.9192510433495045,-29.889122009277344,-23.127610911999014,-19.781161403763218,-19.145807583343196,-23.305255619938386,-18.541077630141764,-17.421660998440515
2,LT3a10,LT3a,10,180.0,132.0,110.0,L,D,-56.01887512207031,30.919251158833504,-33.8891224861145,-54.32402185279297,3.137849559429945,-35.996752127862635,-54.88756093739521,3.9835351100895244,-34.03133126350822
2,LT3a9,LT3a,9,177.0,133.0,108.0,L,D,-53.01887512207031,32.91925114765763,-34.88912260532379,-50.8617388407142,4.838252509791628,-37.3563412498654,-51.47027534293153,5.739280768975689,-35.447801003652565
2,LT3a8,LT3a,8,174.0,136.0,107.0,L,D,-50.01887512207031,33.91925113648176,-37.88912296295166,-47.252048802958235,4.885455383445949,-40.47617662375859,-47.92486321382815,5.84671520466488,-38.60595381217728
2,LT3a7,LT3a,7,171.0,137.0,106.0,L,D,-47.01887512207031,34.91925112530589,-38.88912308216095,-43.85775479087946,5.576126333807634,-41.48300174576136,-44.56181695686446,6.589980831751047,-39.66040820332162
2,LT3a6,LT3a,6,168.0,138.0,105.0,L,D,-44.01887512207031,35.91925111413002,-39.88912320137024,-40.4634607788007,6.266797284169318,-42.489826867764116,-41.198770699900784,7.333246458837213,-40.71486259446596
2,LT3a5,LT3a,5,165.0,139.0,104.0,L,D,-41.01887512207031,36.91925110295415,-40.88912332057953,-37.069166766721935,6.957468234531003,-43.49665198976688,-37.83572444293711,8.07651208592338,-41.76931698561031
2,LT3a4,LT3a,4,162.0,140.0,103.0,L,D,-38.01887512207031,37.91925109177828,-41.88912343978882,-33.67487275464317,7.648139184892688,-44.50347711176965,-34.47267818597342,8.819777713009547,-42.82377137675466
2,LT3a3,LT3a,3,159.0,141.0,101.0,L,D,-35.01887512207031,39.91925108060241,-42.88912355899811,-30.212589742564408,9.348542135254371,-45.863066233772415,-31.055392591509747,10.575523371895713,-44.240241116899
2,LT3a2,LT3a,2,155.0,142.0,100.0,L,D,-31.018875122070312,40.919251065701246,-43.8891236782074,-25.745426730738917,10.040104081854512,-46.735743354461036,-26.619805006748123,11.335022729310099,-45.17489211919474
2,LT3a1,LT3a,1,152.0,143.0,99.0,L,D,-28.018875122070312,41.919251054525375,-44.88912379741669,-22.351132718660146,10.730775032216199,-47.7425684764638,-23.25675874978444,12.078288356396268,-46.229346510339084
2,LT2aA14,LT2aA,14,188.0,119.0,130.0,L,D,-64.01887512207031,10.919251188635826,-20.889120936393738,-65.66682801766858,-12.881375911879836,-16.280089501088085,-65.73805647868683,-12.263032624455876,-14.075411681324756
2,LT2aA13,LT2aA,13,185.0,119.0,129.0,L,D,-61.01887512207031,11.919251177459955,-20.889120936393738,-62.3802320184284,-11.868970923164472,-16.23040949714564,-62.466193157793,-11.201851401671224,-14.078016863778918
2,LT2aA12,LT2aA,12,182.0,119.0,129.0,L,D,-58.01887512207031,11.919251166284084,-20.889120936393738,-59.161625019188236,-11.866297934449104,-15.827965493203195,-59.24856917439917,-11.153150210686569,-13.718606697233081
2,LT2aA11,LT2aA,11,178.0,120.0,128.0,L,D,-54.01887512207031,12.919251151382923,-21.889121055603027,-54.69446200736275,-11.174735987848965,-16.70064261389181,-54.812981589637545,-10.393650853272185,-14.65325769952881
2,LT2aA10,LT2aA,10,175.0,120.0,128.0,L,D,-51.01887512207031,12.919251140207052,-21.889121055603027,-51.475855008122586,-11.172062999133601,-16.298198609949367,-51.59535760624372,-10.344949662287531,-14.293847532982978
2,LT2aA9,LT2aA,9,171.0,121.0,127.0,L,D,-47.01887512207031,13.919251125305891,-22.889121174812317,-47.008691996297095,-10.480501052533462,-17.170875730637984,-47.15977002148208,-9.585450304873149,-15.22849853527871
2,LT2aA8,LT2aA,8,168.0,122.0,127.0,L,D,-44.01887512207031,13.91925111413002,-23.889121294021606,-43.682386984218326,-10.799562102171777,-17.82493685264075,-43.850963102018405,-9.85466470958698,-15.920937577423059
2,LT2aA7,LT2aA,7,165.0,122.0,126.0,L,D,-41.01887512207031,14.91925110295415,-23.889121294021606,-40.39579098497816,-9.787157113456411,-17.775256848698305,-40.57909978112458,-8.793483486802327,-15.923542759877218
2,LT2aA6,LT2aA,6,161.0,122.0,126.0,L,D,-37.01887512207031,14.919251088052988,-23.889121294021606,-36.10431498599128,-9.783593128502591,-17.23866484344171,-36.288934469932805,-8.728548565489456,-15.444329204482768
2,LT2aA5,LT2aA,5,158.0,122.0,125.0,L,D,-34.01887512207031,15.919251076877117,-23.889121294021606,-32.81771898675112,-8.771188139787226,-17.188984839499266,-33.017071149038976,-7.667367342704802,-15.446934386936933
2,LT2aA4,LT2aA,4,154.0,123.0,124.0,L,D,-30.018875122070312,16.919251061975956,-24.889121413230896,-28.350555974925634,-8.079626193187087,-18.061661960187887,-28.581483564277363,-6.907867985290418,-16.381585389232672
2,LT2aA3,LT2aA,3,151.0,123.0,124.0,L,D,-27.018875122070312,16.919251050800085,-24.889121413230896,-25.131948975685468,-8.076953204471721,-17.65921795624544,-25.363859580883528,-6.859166794305764,-16.022175222686826
2,LT2aA2,LT2aA,2,147.0,124.0,123.0,L,D,-23.018875122070312,17.919251035898924,-25.889121532440186,-20.66478596385998,-7.385391257871582,-18.531895076934056,-20.928271996121907,-6.09966743689138,-16.95682622498256
2,LT2aA1,LT2aA,1,144.0,124.0,122.0,L,D,-20.018875122070312,18.919251024723053,-25.889121532440186,-17.378189964619818,-6.3729862691562165,-18.482215072991615,-17.65640867522808,-5.038486214106726,-16.95943140743673
2,LT3cHb12,LT3cHb,12,189.0,126.0,151.0,L,D,-65.01887512207031,-10.080748807638884,-27.889121770858765,-67.41357992754507,-36.338777176594064,-16.401729384018708,-67.3113433414958,-35.76675619247351,-13.955837202004645
2,LT3cHb11,LT3cHb,11,186.0,126.0,150.0,L,D,-62.01887512207031,-9.080748818814754,-27.889121770858765,-64.1269839283049,-35.3263721878787,-16.35204938007626,-64.03948002060196,-34.705574969688854,-13.9584423844588
